sample_id,story_id,question,answer,question_order,deception,story_length,correct_methods,incorrect_methods,num_correct,num_incorrect
844,a83c427e773b5aa0201f876b1f8cfff6,Where does Jackson think Sophia thinks the sweet_potato is?,red_box,2,True,3,"PercepToM, UNKNOWN","SIMTOM, SoO, VP",2,3
270,eb8d26bb20a9bcd929a08adae9c64793,Where does Emma think Lily thinks William thinks the melon is?,green_bathtub,3,False,3,SoO,"PercepToM, SIMTOM, UNKNOWN, VP",1,4
136,18762e3e6300b36ee932a584e27bb364,Where does Owen really think the lime is?,blue_drawer,1,False,2,"PercepToM, SIMTOM, SoO, VP",UNKNOWN,4,1
13,772e2c7f25ce7d4a7b9147955e96de57,Where is the lime really?,green_envelope,0,False,1,"PercepToM, SIMTOM, SoO, UNKNOWN",VP,4,1
88,0ceb5f9ad91513f3840d8ee18ade8091,Where does Owen think Elizabeth thinks Ella thinks Abigail thinks the banana is?,green_envelope,4,False,1,"PercepToM, SoO, VP","SIMTOM, UNKNOWN",3,2
180,bc20f8789564dc59ea6ab633e58c2751,Where does Jacob think Charlotte thinks Ava thinks Evelyn thinks the cucumber is?,green_treasure_chest,4,False,2,"PercepToM, SoO","SIMTOM, UNKNOWN, VP",2,3
765,c6cec7661a4b4e87e1259f112ce7d4e3,Where does Nathan think Isabella thinks Chloe thinks the peach is?,red_basket,3,True,2,"PercepToM, SIMTOM, SoO, VP",UNKNOWN,4,1
892,3729e5ca39202e9bab61d208bdf1f4a1,Where does Emily think Jack thinks Abigail thinks Mila thinks the onion is?,green_crate,4,True,3,"PercepToM, VP","SIMTOM, SoO, UNKNOWN",2,3
626,40aa312070bc04d38c08f788d33553dd,Where does Emma really think the tomato is?,green_drawer,1,True,1,"SIMTOM, SoO, UNKNOWN","PercepToM, VP",3,2
668,ec875944337e0c263b8172d076da8f1a,Where does Aiden think Owen thinks Abigail thinks the spinach is?,blue_suitcase,3,True,1,"PercepToM, VP","SIMTOM, SoO, UNKNOWN",2,3
620,bc9383d05608f8c3559fc93653fba17b,Where does William really think the carrot is?,green_envelope,1,True,1,"PercepToM, SoO","SIMTOM, UNKNOWN, VP",2,3
200,4e408ebe1f7be60778e7766ef9420179,Where is the lettuce really?,blue_container,0,False,3,"PercepToM, SIMTOM, SoO, UNKNOWN",VP,4,1
745,c6cec7661a4b4e87e1259f112ce7d4e3,Where does Isabella think Chloe thinks the peach is?,red_basket,2,True,2,SIMTOM,"PercepToM, SoO, UNKNOWN, VP",1,4
815,4ae5d7e0a1a973786935c4e4fa65aeb8,Where is the cherry really?,blue_cupboard,0,True,3,"PercepToM, VP","SIMTOM, SoO, UNKNOWN",2,3
268,2dff44a8fcbb987d6852a6cc2a88494b,Where does Abigail think Elizabeth thinks Isla thinks the cabbage is?,blue_bathtub,3,False,3,"PercepToM, SoO, UNKNOWN","SIMTOM, VP",3,2
708,c775c6a9bb28bcfde093ead176290600,Where is the apple really?,green_bottle,0,True,2,"PercepToM, SIMTOM, UNKNOWN","SoO, VP",3,2
664,f543cd117be5205b7978bcf7b97714b4,Where does Elizabeth think Sophia thinks Logan thinks the asparagus is?,blue_drawer,3,True,1,"PercepToM, SIMTOM, VP","SoO, UNKNOWN",3,2
825,1c24ce887401bac9f72efd6806715c33,Where does Owen really think the orange is?,red_container,1,True,3,"SIMTOM, UNKNOWN, VP","PercepToM, SoO",3,2
63,515c6bd00274e770e12acab52e034942,Where does Emily think Mila thinks Noah thinks the spinach is?,green_bucket,3,False,1,"PercepToM, SIMTOM, UNKNOWN","SoO, VP",3,2
671,ca03aa129b89cee3984ba8c056d8aa2d,Where does Owen think Logan thinks Ava thinks the tangerine is?,red_bottle,3,True,1,"PercepToM, SIMTOM, UNKNOWN, VP",SoO,4,1
658,e41a052c4722e31ec46cf1fe53afecbe,Where does Lily think Logan thinks the green_pepper is?,red_drawer,2,True,1,VP,"PercepToM, SIMTOM, SoO, UNKNOWN",1,4
223,e986e137ee6b3b749f19f3e5bfb46b16,Where does Emma really think the green_pepper is?,blue_container,1,False,3,"PercepToM, SIMTOM, SoO, UNKNOWN",VP,4,1
49,f8874d81bc8d5c8e917a3abc8f4c0672,Where does Nathan think William thinks the plum is?,red_pantry,2,False,1,"PercepToM, SIMTOM, UNKNOWN, VP",SoO,4,1
237,a743ef0bf2e3d6983313eeac67782c70,Where does Elizabeth really think the lime is?,green_pantry,1,False,3,PercepToM,"SIMTOM, SoO, UNKNOWN, VP",1,4
873,e2d4e3614489ba7a2a38e67ced123bf5,Where does Avery think Nathan thinks Abigail thinks the carrot is?,red_envelope,3,True,3,"PercepToM, SIMTOM","SoO, UNKNOWN, VP",2,3
635,8c6bff074e259ad8a45b7423079f3d0a,Where does Jack really think the tomato is?,green_box,1,True,1,"PercepToM, SIMTOM","SoO, UNKNOWN, VP",2,3
292,80f134c2b3a15a9e2e4e3f863215a570,Where does Jackson think Emma thinks Emily thinks William thinks the corn is?,green_bathtub,4,False,3,"SIMTOM, SoO, VP","PercepToM, UNKNOWN",3,2
272,80f134c2b3a15a9e2e4e3f863215a570,Where does Emma think Emily thinks William thinks the corn is?,green_bathtub,3,False,3,"PercepToM, VP","SIMTOM, SoO, UNKNOWN",2,3
83,515c6bd00274e770e12acab52e034942,Where does Evelyn think Emily thinks Mila thinks Noah thinks the spinach is?,green_bucket,4,False,1,"PercepToM, SIMTOM, SoO, UNKNOWN",VP,4,1
876,6adb793fb115b4182d9f12ec0b00b477,Where does Sophia think Benjamin thinks William thinks the turnip is?,green_crate,3,True,3,"PercepToM, SoO","SIMTOM, UNKNOWN, VP",2,3
609,671f4fbfb36efe386409a3b8dc1373bb,Where is the potato really?,green_cupboard,0,True,1,SIMTOM,"PercepToM, SoO, UNKNOWN, VP",1,4
206,b2055a86bdd2f3d3b17bfe79e78fc3ec,Where is the watermelon really?,red_bottle,0,False,3,SIMTOM,"PercepToM, SoO, UNKNOWN, VP",1,4
721,ad06a04770d4d93147fa4cb285ac9da3,Where does Owen really think the onion is?,blue_crate,1,True,2,VP,"PercepToM, SIMTOM, SoO, UNKNOWN",1,4
138,2990e141f37d036cb71825a1cb866863,Where does Jackson really think the tomato is?,blue_crate,1,False,2,"PercepToM, SIMTOM, SoO, UNKNOWN",VP,4,1
628,ec875944337e0c263b8172d076da8f1a,Where does Abigail really think the spinach is?,red_container,1,True,1,SoO,"PercepToM, SIMTOM, UNKNOWN, VP",1,4
608,ec875944337e0c263b8172d076da8f1a,Where is the spinach really?,blue_suitcase,0,True,1,"PercepToM, SIMTOM, UNKNOWN, VP",SoO,4,1
803,bd2c8c7515581d512b16e12d1753d890,Where is the corn really?,green_bottle,0,True,3,"PercepToM, SIMTOM, UNKNOWN, VP",SoO,4,1
648,ec875944337e0c263b8172d076da8f1a,Where does Owen think Abigail thinks the spinach is?,blue_suitcase,2,True,1,"SIMTOM, UNKNOWN","PercepToM, SoO, VP",2,3
246,b2055a86bdd2f3d3b17bfe79e78fc3ec,Where does Logan think Evelyn thinks the watermelon is?,green_cupboard,2,False,3,"PercepToM, UNKNOWN, VP","SIMTOM, SoO",3,2
183,31cffc432e0ed04daa891254866387d3,Where does Jacob think Evelyn thinks Chloe thinks Isabella thinks the potato is?,blue_drawer,4,False,2,"PercepToM, SoO, VP","SIMTOM, UNKNOWN",3,2
788,c775c6a9bb28bcfde093ead176290600,Where does Amelia think Ella thinks Evelyn thinks Jack thinks the apple is?,green_pantry,4,True,2,"SIMTOM, UNKNOWN","PercepToM, SoO, VP",2,3
684,f543cd117be5205b7978bcf7b97714b4,Where does Hannah think Elizabeth thinks Sophia thinks Logan thinks the asparagus is?,blue_drawer,4,True,1,"PercepToM, SIMTOM, VP","SoO, UNKNOWN",3,2
656,1793f2e09bb56a134df76fef1df448bd,Where does Evelyn think Alexander thinks the green_pepper is?,blue_suitcase,2,True,1,PercepToM,"SIMTOM, SoO, UNKNOWN, VP",1,4
691,ca03aa129b89cee3984ba8c056d8aa2d,Where does Elizabeth think Owen thinks Logan thinks Ava thinks the tangerine is?,red_bottle,4,True,1,SIMTOM,"PercepToM, SoO, UNKNOWN, VP",1,4
278,df5e1b5077c69a350b9b358fd263a5b4,Where does Isabella think William thinks Noah thinks the pear is?,blue_crate,3,False,3,"SoO, VP","PercepToM, SIMTOM, UNKNOWN",2,3
149,01970fd2132c0b0f886eb0a69e0411f8,Where does Aiden think Hannah thinks the orange is?,red_pantry,2,False,2,SIMTOM,"PercepToM, SoO, UNKNOWN, VP",1,4
769,0115b0df4589c151f6c35a7c68a66126,Where does Charlotte think Evelyn thinks Ava thinks the persimmon is?,blue_crate,3,True,2,VP,"PercepToM, SIMTOM, SoO, UNKNOWN",1,4
717,dbe06c021b0859b6530bf23fdeb53ceb,Where is the sweet_potato really?,red_container,0,True,2,"PercepToM, SIMTOM, SoO","UNKNOWN, VP",3,2
55,ece59eb513338eefe9ad371b56d8a2d8,Where does Evelyn think William thinks the carrot is?,blue_container,2,False,1,PercepToM,"SIMTOM, SoO, UNKNOWN, VP",1,4
298,df5e1b5077c69a350b9b358fd263a5b4,Where does Aiden think Isabella thinks William thinks Noah thinks the pear is?,blue_crate,4,False,3,"PercepToM, SoO, UNKNOWN, VP",SIMTOM,4,1
288,2dff44a8fcbb987d6852a6cc2a88494b,Where does Aiden think Abigail thinks Elizabeth thinks Isla thinks the cabbage is?,blue_bathtub,4,False,3,"SIMTOM, UNKNOWN","PercepToM, SoO, VP",2,3
286,b2055a86bdd2f3d3b17bfe79e78fc3ec,Where does Charlotte think Chloe thinks Logan thinks Evelyn thinks the watermelon is?,green_cupboard,4,False,3,"PercepToM, SoO, VP","SIMTOM, UNKNOWN",3,2
247,28165b096b6113d9259c2c6a34c7d504,Where does Nathan think Aiden thinks the lemon is?,green_basket,2,False,3,SIMTOM,"PercepToM, SoO, UNKNOWN, VP",1,4
878,8e4fcdbd2ac139d4c6c839e69179ad9f,Where does Logan think Ava thinks William thinks the cherry is?,blue_container,3,True,3,VP,"PercepToM, SIMTOM, SoO, UNKNOWN",1,4
726,ee6b8062d11d813cfa59fa4726a7ba6c,Where does Aiden really think the asparagus is?,green_treasure_chest,1,True,2,"PercepToM, SIMTOM, SoO, UNKNOWN",VP,4,1
613,f902e2aea4b02d1b0a9a15c622b946a5,Where is the tangerine really?,green_treasure_chest,0,True,1,"PercepToM, SIMTOM, SoO, UNKNOWN",VP,4,1
59,4105d15b308adf6d36e09b40e6a1db09,Where does Jacob think Ava thinks the watermelon is?,green_bottle,2,False,1,"PercepToM, SIMTOM","SoO, UNKNOWN, VP",2,3
871,6023073f445c10ee01a12e568182a890,Where does Isabella think Hannah thinks Avery thinks the spinach is?,green_pantry,3,True,3,"SoO, VP","PercepToM, SIMTOM, UNKNOWN",2,3
2,270a77dc2b84fbd0efe2321c2b7a399f,Where is the eggplant really?,green_envelope,0,False,1,"PercepToM, SIMTOM, UNKNOWN, VP",SoO,4,1
600,bc9383d05608f8c3559fc93653fba17b,Where is the carrot really?,red_basket,0,True,1,"PercepToM, SIMTOM, VP","SoO, UNKNOWN",3,2
151,c007399d631c250725da53f8fc21e7bb,Where does Alexander think Charlotte thinks the pear is?,red_bucket,2,False,2,"PercepToM, SIMTOM, SoO, VP",UNKNOWN,4,1
847,703f7ca842e1d366fd9e5fef4f8e76e9,Where does Amelia think Chloe thinks the carrot is?,red_bucket,2,True,3,PercepToM,"SIMTOM, SoO, UNKNOWN, VP",1,4
36,77646fd8321337b3d50f4813e729b39a,Where does Liam really think the lettuce is?,blue_crate,1,False,1,"PercepToM, SIMTOM, UNKNOWN, VP",SoO,4,1
812,3729e5ca39202e9bab61d208bdf1f4a1,Where is the onion really?,green_crate,0,True,3,"SIMTOM, VP","PercepToM, SoO, UNKNOWN",2,3
76,77646fd8321337b3d50f4813e729b39a,Where does Mila think Emma thinks Liam thinks the lettuce is?,blue_crate,3,False,1,"PercepToM, VP","SIMTOM, SoO, UNKNOWN",2,3
654,b792da75225761d8425b6e82e923542f,Where does Ava think Amelia thinks the tangerine is?,red_basket,2,True,1,"SIMTOM, VP","PercepToM, SoO, UNKNOWN",2,3
51,635432239c4354cf306395a83d237979,Where does Mila think William thinks the melon is?,green_box,2,False,1,"PercepToM, SoO","SIMTOM, UNKNOWN, VP",2,3
820,f0bc5bfc808b0b518bf46d9bfa760ebe,Where does Jack really think the peas is?,blue_suitcase,1,True,3,PercepToM,"SIMTOM, SoO, UNKNOWN, VP",1,4
611,ca03aa129b89cee3984ba8c056d8aa2d,Where is the tangerine really?,red_basket,0,True,1,"SIMTOM, VP","PercepToM, SoO, UNKNOWN",2,3
104,f147c438e996714e5ad1a7799a735d3a,Where is the cabbage really?,green_envelope,0,False,2,"PercepToM, SIMTOM, UNKNOWN","SoO, VP",3,2
735,590ff79ff5c1a91467a2f1b4a0cef591,Where does Benjamin really think the cucumber is?,red_container,1,True,2,"PercepToM, SIMTOM","SoO, UNKNOWN, VP",2,3
624,f543cd117be5205b7978bcf7b97714b4,Where does Logan really think the asparagus is?,blue_drawer,1,True,1,"SIMTOM, SoO, UNKNOWN, VP",PercepToM,4,1
74,bc5aaa9968743da70a82448bd3bac4ea,Where does Ella think Owen thinks Avery thinks the watermelon is?,blue_container,3,False,1,PercepToM,"SIMTOM, SoO, UNKNOWN, VP",1,4
669,671f4fbfb36efe386409a3b8dc1373bb,Where does Alexander think Jacob thinks Carter thinks the potato is?,blue_bathtub,3,True,1,"PercepToM, SIMTOM, SoO, UNKNOWN",VP,4,1
